metin,etiket
"Raporlama Ahmet Y. tarafından 1 haftadır tamamlanmadı, işlem bekliyor.",1
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
"Operasyon planlaması tamamlandı, kaynaklar atandı.",0
"Finans ekibinden hala geri dönüş alınamadı, süreç durdu.",1
"Destek bileti #3779, Ahmet Y. tarafından 3 gündür incelenmedi.",1
"Raporlama Ayşe K. tarafından hala tamamlanmadı, işlem bekliyor.",1
"Satış planlaması tamamlandı, kaynaklar atandı.",0
"Ekip Lideri, 48 saattir yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
"İK ekibinden 48 saattir geri dönüş alınamadı, süreç durdu.",1
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
Yönetici 5 iş günüdür proje planı onayını bekletiyor.,1
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
"Finans planlaması tamamlandı, kaynaklar atandı.",0
fatura Ekip Lideri tarafından zamanında onaylandı.,0
"İK planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Destek bileti #1950 Ayşe K. tarafından çözüldü ve kapatıldı.,0
"Operasyon planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
"Ekip Lideri, hala yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
bütçe Ayşe K. tarafından zamanında onaylandı.,0
Satış ekibi bugün içinde geri dönüş sağladı.,0
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
"IT Destek ekibinden 3 gündür geri dönüş alınamadı, süreç durdu.",1
"Finans planlaması tamamlandı, kaynaklar atandı.",0
Destek bileti #2782 Ayşe K. tarafından çözüldü ve kapatıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Ayşe K., 5 iş günüdür yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
Yönetici 3 gündür izin talebi onayını bekletiyor.,1
"Operasyon planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
"IT Destek planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Operasyon ekibi bugün içinde geri dönüş sağladı.,0
fatura Yönetici tarafından zamanında onaylandı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Ahmet Y., 3 gündür yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
"Raporlama Departman Müdürü tarafından 5 iş günüdür tamamlanmadı, müşteri bekliyor.",1
Raporlama Yönetici tarafından yönetime sunuldu.,0
Operasyon ekibi zamanında içinde geri dönüş sağladı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
bütçe Ahmet Y. tarafından zamanında onaylandı.,0
izin talebi Ayşe K. tarafından zamanında onaylandı.,0
"Destek bileti #1795, Yönetici tarafından 48 saattir incelenmedi.",1
proje planı Ekip Lideri tarafından zamanında onaylandı.,0
"Raporlama Ekip Lideri tarafından hala tamamlanmadı, müşteri bekliyor.",1
Müşteri verisi Ayşe K. tarafından 1 haftadır manuel olarak girilmedi.,1
"Departman Müdürü, 1 haftadır yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
Müşteri verisi Departman Müdürü tarafından 48 saattir manuel olarak girilmedi.,1
fatura Yönetici tarafından zamanında onaylandı.,0
Destek bileti #4908 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
Destek bileti #9492 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
"IT Destek planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
Destek bileti #7857 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
"Destek bileti #6092, Ekip Lideri tarafından 48 saattir incelenmedi.",1
Müşteri verisi Ahmet Y. tarafından 3 gündür manuel olarak girilmedi.,1
proje planı Ekip Lideri tarafından zamanında onaylandı.,0
Destek bileti #9346 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
"Ahmet Y., 48 saattir yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Destek bileti #7823, Departman Müdürü tarafından 48 saattir incelenmedi.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Raporlama Departman Müdürü tarafından 5 iş günüdür tamamlanmadı, proje gecikiyor.",1
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
izin talebi Yönetici tarafından zamanında onaylandı.,0
"Destek bileti #7568, Yönetici tarafından 48 saattir incelenmedi.",1
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi Ayşe K. tarafından 48 saattir manuel olarak girilmedi.,1
Müşteri verisi Ayşe K. tarafından 48 saattir manuel olarak girilmedi.,1
"Finans planlaması tamamlandı, kaynaklar atandı.",0
Destek bileti #8839 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
Destek bileti #6318 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
Finans ekibi bugün içinde geri dönüş sağladı.,0
Yönetici 5 iş günüdür proje planı onayını bekletiyor.,1
proje planı Ahmet Y. tarafından zamanında onaylandı.,0
"Ahmet Y., 5 iş günüdür yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi Ahmet Y. tarafından 5 iş günüdür manuel olarak girilmedi.,1
Ahmet Y. 48 saattir fatura onayını bekletiyor.,1
Müşteri verisi Yönetici tarafından 1 haftadır manuel olarak girilmedi.,1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Raporlama Departman Müdürü tarafından yönetime sunuldu.,0
"Raporlama Departman Müdürü tarafından hala tamamlanmadı, müşteri bekliyor.",1
bütçe Ahmet Y. tarafından zamanında onaylandı.,0
IT Destek ekibi bugün içinde geri dönüş sağladı.,0
Finans ekibi bugün içinde geri dönüş sağladı.,0
izin talebi Ayşe K. tarafından zamanında onaylandı.,0
Destek bileti #1625 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
"IT Destek planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
proje planı Departman Müdürü tarafından zamanında onaylandı.,0
"Satış planlaması hala yapılmadı, kaynak ataması bekliyor.",1
"Raporlama Departman Müdürü tarafından 1 haftadır tamamlanmadı, proje gecikiyor.",1
fatura Ayşe K. tarafından zamanında onaylandı.,0
proje planı Yönetici tarafından zamanında onaylandı.,0
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
izin talebi Yönetici tarafından zamanında onaylandı.,0
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
Yönetici 3 gündür bütçe onayını bekletiyor.,1
Yönetici hala fatura onayını bekletiyor.,1
Departman Müdürü 1 haftadır bütçe onayını bekletiyor.,1
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
"Satış planlaması tamamlandı, kaynaklar atandı.",0
"Destek bileti #7679, Yönetici tarafından 5 iş günüdür incelenmedi.",1
Müşteri verisi Departman Müdürü tarafından 3 gündür manuel olarak girilmedi.,1
"IT Destek ekibinden 48 saattir geri dönüş alınamadı, süreç durdu.",1
Destek bileti #7938 Ekip Lideri tarafından çözüldü ve kapatıldı.,0
"IT Destek ekibinden 5 iş günüdür geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi Ahmet Y. tarafından hala manuel olarak girilmedi.,1
Satış ekibi zamanında içinde geri dönüş sağladı.,0
Departman Müdürü 48 saattir fatura onayını bekletiyor.,1
"Raporlama Yönetici tarafından 5 iş günüdür tamamlanmadı, proje gecikiyor.",1
Müşteri verisi Departman Müdürü tarafından 3 gündür manuel olarak girilmedi.,1
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
"Operasyon planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
Finans ekibi 1 saat içinde içinde geri dönüş sağladı.,0
Destek bileti #6015 Ekip Lideri tarafından çözüldü ve kapatıldı.,0
Ayşe K. 48 saattir proje planı onayını bekletiyor.,1
"Finans planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
Haftalık planlama toplantısı Departman Müdürü ile başarıyla yapıldı.,0
"Ayşe K., 48 saattir yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Operasyon planlaması tamamlandı, kaynaklar atandı.",0
"Raporlama Departman Müdürü tarafından 48 saattir tamamlanmadı, işlem bekliyor.",1
"Satış planlaması tamamlandı, kaynaklar atandı.",0
"Yönetici, 5 iş günüdür yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
"Destek bileti #8090, Yönetici tarafından 3 gündür incelenmedi.",1
Müşteri verisi Departman Müdürü tarafından hala manuel olarak girilmedi.,1
"Operasyon planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi Ahmet Y. tarafından 3 gündür manuel olarak girilmedi.,1
proje planı Ayşe K. tarafından zamanında onaylandı.,0
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
"Destek bileti #5134, Ahmet Y. tarafından 5 iş günüdür incelenmedi.",1
Müşteri verisi Ahmet Y. tarafından 1 haftadır manuel olarak girilmedi.,1
"Destek bileti #7299, Ekip Lideri tarafından 5 iş günüdür incelenmedi.",1
"Destek bileti #1774, Ekip Lideri tarafından hala incelenmedi.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
"Destek bileti #9425, Ayşe K. tarafından 5 iş günüdür incelenmedi.",1
"Yönetici, 1 haftadır yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
Destek bileti #5746 Ayşe K. tarafından çözüldü ve kapatıldı.,0
Ayşe K. 3 gündür fatura onayını bekletiyor.,1
Finans ekibi bugün içinde geri dönüş sağladı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Destek bileti #5872, Ekip Lideri tarafından 3 gündür incelenmedi.",1
"Raporlama Ahmet Y. tarafından 48 saattir tamamlanmadı, işlem bekliyor.",1
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
"Satış planlaması hala yapılmadı, kaynak ataması bekliyor.",1
Müşteri verisi Yönetici tarafından 1 haftadır manuel olarak girilmedi.,1
"Operasyon planlaması tamamlandı, kaynaklar atandı.",0
"Operasyon planlaması tamamlandı, kaynaklar atandı.",0
Raporlama Yönetici tarafından yönetime sunuldu.,0
"Ahmet Y., 48 saattir yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
izin talebi Ekip Lideri tarafından zamanında onaylandı.,0
Destek bileti #8657 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
fatura Ekip Lideri tarafından zamanında onaylandı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Operasyon planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
Destek bileti #7360 Ayşe K. tarafından çözüldü ve kapatıldı.,0
bütçe Ekip Lideri tarafından zamanında onaylandı.,0
"IT Destek ekibinden 48 saattir geri dönüş alınamadı, süreç durdu.",1
Destek bileti #4380 Yönetici tarafından çözüldü ve kapatıldı.,0
"Ekip Lideri, 5 iş günüdür yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
"Finans planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi Ekip Lideri tarafından 5 iş günüdür manuel olarak girilmedi.,1
"İK planlaması tamamlandı, kaynaklar atandı.",0
Raporlama Yönetici tarafından yönetime sunuldu.,0
"Raporlama Yönetici tarafından 3 gündür tamamlanmadı, proje gecikiyor.",1
"Destek bileti #4303, Ekip Lideri tarafından 5 iş günüdür incelenmedi.",1
bütçe Departman Müdürü tarafından zamanında onaylandı.,0
Haftalık planlama toplantısı Ahmet Y. ile başarıyla yapıldı.,0
"Finans planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
fatura Ahmet Y. tarafından zamanında onaylandı.,0
bütçe Ahmet Y. tarafından zamanında onaylandı.,0
Departman Müdürü hala proje planı onayını bekletiyor.,1
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
izin talebi Ahmet Y. tarafından zamanında onaylandı.,0
"Destek bileti #6813, Yönetici tarafından 3 gündür incelenmedi.",1
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
"Destek bileti #3140, Ekip Lideri tarafından 3 gündür incelenmedi.",1
Müşteri verisi Ekip Lideri tarafından hala manuel olarak girilmedi.,1
Müşteri verisi Ayşe K. tarafından hala manuel olarak girilmedi.,1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
izin talebi Departman Müdürü tarafından zamanında onaylandı.,0
"Destek bileti #7023, Ayşe K. tarafından 3 gündür incelenmedi.",1
"Satış ekibinden 48 saattir geri dönüş alınamadı, süreç durdu.",1
Destek bileti #8577 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
"Operasyon ekibinden 5 iş günüdür geri dönüş alınamadı, süreç durdu.",1
Ahmet Y. 5 iş günüdür bütçe onayını bekletiyor.,1
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
"İK ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Ahmet Y. 48 saattir bütçe onayını bekletiyor.,1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Ahmet Y., 5 iş günüdür yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
"Finans planlaması 48 saattir yapılmadı, kaynak ataması bekliyor.",1
"Satış planlaması tamamlandı, kaynaklar atandı.",0
"Raporlama Ayşe K. tarafından 5 iş günüdür tamamlanmadı, proje gecikiyor.",1
proje planı Yönetici tarafından zamanında onaylandı.,0
"IT Destek ekibinden hala geri dönüş alınamadı, süreç durdu.",1
"Raporlama Yönetici tarafından 3 gündür tamamlanmadı, müşteri bekliyor.",1
Operasyon ekibi bugün içinde geri dönüş sağladı.,0
Destek bileti #2639 Ayşe K. tarafından çözüldü ve kapatıldı.,0
"İK planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
"Raporlama Ekip Lideri tarafından 5 iş günüdür tamamlanmadı, proje gecikiyor.",1
fatura Ekip Lideri tarafından zamanında onaylandı.,0
Satış ekibi 1 saat içinde içinde geri dönüş sağladı.,0
Müşteri verisi Departman Müdürü tarafından 48 saattir manuel olarak girilmedi.,1
Ayşe K. 48 saattir izin talebi onayını bekletiyor.,1
"Operasyon ekibinden 3 gündür geri dönüş alınamadı, süreç durdu.",1
"Ayşe K., 48 saattir yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
"Finans planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Finans ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
"Finans planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
"IT Destek planlaması hala yapılmadı, kaynak ataması bekliyor.",1
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
"Yönetici, 48 saattir yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Finans ekibinden hala geri dönüş alınamadı, süreç durdu.",1
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
fatura Ayşe K. tarafından zamanında onaylandı.,0
"İK ekibinden 5 iş günüdür geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
fatura Departman Müdürü tarafından zamanında onaylandı.,0
proje planı Departman Müdürü tarafından zamanında onaylandı.,0
"Operasyon planlaması 48 saattir yapılmadı, kaynak ataması bekliyor.",1
"Operasyon planlaması hala yapılmadı, kaynak ataması bekliyor.",1
izin talebi Ayşe K. tarafından zamanında onaylandı.,0
Haftalık planlama toplantısı Departman Müdürü ile başarıyla yapıldı.,0
Satış ekibi zamanında içinde geri dönüş sağladı.,0
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
Haftalık planlama toplantısı Departman Müdürü ile başarıyla yapıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Raporlama Yönetici tarafından 1 haftadır tamamlanmadı, proje gecikiyor.",1
"Finans ekibinden 48 saattir geri dönüş alınamadı, süreç durdu.",1
"Destek bileti #9288, Yönetici tarafından hala incelenmedi.",1
Raporlama Yönetici tarafından yönetime sunuldu.,0
"Destek bileti #2892, Ekip Lideri tarafından 5 iş günüdür incelenmedi.",1
"Destek bileti #1508, Ekip Lideri tarafından 5 iş günüdür incelenmedi.",1
İK ekibi bugün içinde geri dönüş sağladı.,0
bütçe Ekip Lideri tarafından zamanında onaylandı.,0
"Finans planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
Müşteri verisi Ayşe K. tarafından 1 haftadır manuel olarak girilmedi.,1
IT Destek ekibi 1 saat içinde içinde geri dönüş sağladı.,0
Ekip Lideri 5 iş günüdür proje planı onayını bekletiyor.,1
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi Ayşe K. tarafından hala manuel olarak girilmedi.,1
Haftalık planlama toplantısı Departman Müdürü ile başarıyla yapıldı.,0
"İK ekibinden hala geri dönüş alınamadı, süreç durdu.",1
"Raporlama Ayşe K. tarafından 1 haftadır tamamlanmadı, proje gecikiyor.",1
"Departman Müdürü, 3 gündür yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Operasyon ekibi bugün içinde geri dönüş sağladı.,0
fatura Yönetici tarafından zamanında onaylandı.,0
Yönetici 48 saattir bütçe onayını bekletiyor.,1
Finans ekibi zamanında içinde geri dönüş sağladı.,0
"Satış planlaması tamamlandı, kaynaklar atandı.",0
"Raporlama Departman Müdürü tarafından 48 saattir tamamlanmadı, proje gecikiyor.",1
Müşteri verisi Departman Müdürü tarafından 48 saattir manuel olarak girilmedi.,1
"Raporlama Yönetici tarafından hala tamamlanmadı, işlem bekliyor.",1
proje planı Ahmet Y. tarafından zamanında onaylandı.,0
Finans ekibi 1 saat içinde içinde geri dönüş sağladı.,0
"IT Destek ekibinden 48 saattir geri dönüş alınamadı, süreç durdu.",1
"İK planlaması tamamlandı, kaynaklar atandı.",0
"Raporlama Ekip Lideri tarafından 48 saattir tamamlanmadı, işlem bekliyor.",1
IT Destek ekibi 1 saat içinde içinde geri dönüş sağladı.,0
Destek bileti #5609 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
izin talebi Departman Müdürü tarafından zamanında onaylandı.,0
Raporlama Departman Müdürü tarafından yönetime sunuldu.,0
fatura Ahmet Y. tarafından zamanında onaylandı.,0
"Raporlama Ahmet Y. tarafından hala tamamlanmadı, işlem bekliyor.",1
fatura Ahmet Y. tarafından zamanında onaylandı.,0
"Operasyon planlaması tamamlandı, kaynaklar atandı.",0
izin talebi Ahmet Y. tarafından zamanında onaylandı.,0
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
"Raporlama Ahmet Y. tarafından 5 iş günüdür tamamlanmadı, müşteri bekliyor.",1
"Operasyon planlaması tamamlandı, kaynaklar atandı.",0
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
"Ayşe K., 3 gündür yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
"Destek bileti #6544, Ayşe K. tarafından 48 saattir incelenmedi.",1
izin talebi Ahmet Y. tarafından zamanında onaylandı.,0
"Destek bileti #5671, Yönetici tarafından 3 gündür incelenmedi.",1
Destek bileti #1758 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
"Satış planlaması tamamlandı, kaynaklar atandı.",0
fatura Departman Müdürü tarafından zamanında onaylandı.,0
Destek bileti #3496 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
IT Destek ekibi zamanında içinde geri dönüş sağladı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Ayşe K., hala yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
"Finans ekibinden 5 iş günüdür geri dönüş alınamadı, süreç durdu.",1
"Destek bileti #5885, Ayşe K. tarafından 48 saattir incelenmedi.",1
"İK ekibinden 3 gündür geri dönüş alınamadı, süreç durdu.",1
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
İK ekibi 1 saat içinde içinde geri dönüş sağladı.,0
Müşteri verisi Ayşe K. tarafından hala manuel olarak girilmedi.,1
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
"IT Destek ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
"Ahmet Y., 1 haftadır yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi Ahmet Y. tarafından 3 gündür manuel olarak girilmedi.,1
"Raporlama Ekip Lideri tarafından 1 haftadır tamamlanmadı, müşteri bekliyor.",1
Operasyon ekibi bugün içinde geri dönüş sağladı.,0
"Operasyon ekibinden 48 saattir geri dönüş alınamadı, süreç durdu.",1
bütçe Ahmet Y. tarafından zamanında onaylandı.,0
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
"Finans planlaması tamamlandı, kaynaklar atandı.",0
"Departman Müdürü, 1 haftadır yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
Müşteri verisi Ahmet Y. tarafından 1 haftadır manuel olarak girilmedi.,1
Operasyon ekibi bugün içinde geri dönüş sağladı.,0
"Destek bileti #2127, Departman Müdürü tarafından 3 gündür incelenmedi.",1
"IT Destek ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
"Raporlama Yönetici tarafından 5 iş günüdür tamamlanmadı, proje gecikiyor.",1
Ahmet Y. 1 haftadır izin talebi onayını bekletiyor.,1
IT Destek ekibi zamanında içinde geri dönüş sağladı.,0
Destek bileti #1695 Ayşe K. tarafından çözüldü ve kapatıldı.,0
Finans ekibi 1 saat içinde içinde geri dönüş sağladı.,0
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
"Satış planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi Yönetici tarafından 3 gündür manuel olarak girilmedi.,1
"Yönetici, 48 saattir yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
"Satış ekibinden hala geri dönüş alınamadı, süreç durdu.",1
"Destek bileti #5617, Ahmet Y. tarafından 48 saattir incelenmedi.",1
"Raporlama Yönetici tarafından 5 iş günüdür tamamlanmadı, müşteri bekliyor.",1
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
"Finans planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Destek bileti #2353, Yönetici tarafından 1 haftadır incelenmedi.",1
İK ekibi 1 saat içinde içinde geri dönüş sağladı.,0
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
Raporlama Yönetici tarafından yönetime sunuldu.,0
izin talebi Ayşe K. tarafından zamanında onaylandı.,0
"Departman Müdürü, 48 saattir yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
Haftalık planlama toplantısı Departman Müdürü ile başarıyla yapıldı.,0
"Destek bileti #3575, Ahmet Y. tarafından 1 haftadır incelenmedi.",1
proje planı Ahmet Y. tarafından zamanında onaylandı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
Raporlama Yönetici tarafından yönetime sunuldu.,0
"IT Destek planlaması hala yapılmadı, kaynak ataması bekliyor.",1
"Destek bileti #6457, Ekip Lideri tarafından 1 haftadır incelenmedi.",1
"Operasyon planlaması tamamlandı, kaynaklar atandı.",0
"Destek bileti #4029, Ekip Lideri tarafından 1 haftadır incelenmedi.",1
"Yönetici, hala yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
"Satış ekibinden 3 gündür geri dönüş alınamadı, süreç durdu.",1
Destek bileti #5096 Ekip Lideri tarafından çözüldü ve kapatıldı.,0
"Destek bileti #5865, Yönetici tarafından 5 iş günüdür incelenmedi.",1
Satış ekibi 1 saat içinde içinde geri dönüş sağladı.,0
bütçe Yönetici tarafından zamanında onaylandı.,0
"Ekip Lideri, 3 gündür yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
"Finans planlaması hala yapılmadı, kaynak ataması bekliyor.",1
Müşteri verisi Ahmet Y. tarafından hala manuel olarak girilmedi.,1
"Raporlama Yönetici tarafından 1 haftadır tamamlanmadı, proje gecikiyor.",1
Müşteri verisi Ahmet Y. tarafından 48 saattir manuel olarak girilmedi.,1
Raporlama Departman Müdürü tarafından yönetime sunuldu.,0
"Destek bileti #6251, Ekip Lideri tarafından hala incelenmedi.",1
"Finans ekibinden 5 iş günüdür geri dönüş alınamadı, süreç durdu.",1
Haftalık planlama toplantısı Ahmet Y. ile başarıyla yapıldı.,0
"IT Destek ekibinden hala geri dönüş alınamadı, süreç durdu.",1
"Raporlama Ahmet Y. tarafından hala tamamlanmadı, proje gecikiyor.",1
Haftalık planlama toplantısı Ahmet Y. ile başarıyla yapıldı.,0
"Ekip Lideri, hala yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Destek bileti #7158, Ahmet Y. tarafından 1 haftadır incelenmedi.",1
"Ahmet Y., 1 haftadır yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
"Operasyon planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
"Yönetici, 48 saattir yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
Müşteri verisi Departman Müdürü tarafından hala manuel olarak girilmedi.,1
"Yönetici, 3 gündür yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
IT Destek ekibi 1 saat içinde içinde geri dönüş sağladı.,0
Müşteri verisi Ayşe K. tarafından 5 iş günüdür manuel olarak girilmedi.,1
"Satış planlaması tamamlandı, kaynaklar atandı.",0
"Ahmet Y., 5 iş günüdür yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Yönetici, 1 haftadır yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
Destek bileti #1112 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
"Satış planlaması hala yapılmadı, kaynak ataması bekliyor.",1
"Raporlama Departman Müdürü tarafından 1 haftadır tamamlanmadı, proje gecikiyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
proje planı Ahmet Y. tarafından zamanında onaylandı.,0
Destek bileti #3684 Yönetici tarafından çözüldü ve kapatıldı.,0
"Destek bileti #1548, Ahmet Y. tarafından 3 gündür incelenmedi.",1
Müşteri verisi Departman Müdürü tarafından 3 gündür manuel olarak girilmedi.,1
Destek bileti #9987 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
izin talebi Ayşe K. tarafından zamanında onaylandı.,0
Operasyon ekibi 1 saat içinde içinde geri dönüş sağladı.,0
izin talebi Departman Müdürü tarafından zamanında onaylandı.,0
"Operasyon ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi Departman Müdürü tarafından 3 gündür manuel olarak girilmedi.,1
